,ONTOLOGY,ONT_DESCRIPTION,FDR,EA_VALUE,sample,GROUP,GROUP_1,GROUP_2,KEGG_up_DOWN,interaction_entry,interaction_name,reaction_entry,reaction_name
575,ec00620,Pyruvate metabolism,0.0019425654808559,1.23219105053146,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
576,ec00643,Styrene degradation,0.0021863430648685,2.97322213002733,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
577,ec00903,Limonene and pinene degradation,0.0025642424908367,2.49870789109368,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
578,ec00071,Fatty acid degradation,0.0050764002682493,1.52153462654097,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
579,ec00010,Glycolysis / Gluconeogenesis,0.0091759907308602,1.17096861295557,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
580,ec00260,"Glycine, serine and threonine metabolism",0.0091759907308602,1.17959509395265,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
581,ec00622,Xylene degradation,0.0140870002487917,2.27879609965814,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
582,ec00072,Synthesis and degradation of ketone bodies,0.0142305756598973,2.00942535393285,FECAL,fecal.EC.3.meses_vs_oral.EC.debut,EC.3.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
583,ec00480,Glutathione metabolism,3.06169068098328e-07,2.17685263690351,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,UP,2,Genetic Information Processing,2.2,Translation
584,ec00970,Aminoacyl-tRNA biosynthesis,0.0006300315127572,1.35485885369568,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,UP,2,Genetic Information Processing,2.2,Translation
585,ec00621,Dioxin degradation,0.0006300315127572,4.96437594230064,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,UP,2,Genetic Information Processing,2.2,Translation
586,ec00480,Glutathione metabolism,3.06169068098328e-07,2.17685263690351,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
587,ec00970,Aminoacyl-tRNA biosynthesis,0.0006300315127572,1.35485885369568,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
588,ec00621,Dioxin degradation,0.0006300315127572,4.96437594230064,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
589,ec00622,Xylene degradation,0.0063294167636328,3.96249508319688,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
590,ec00550,Peptidoglycan biosynthesis,0.0267732377861477,1.30909913546969,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
591,ec00520,Amino sugar and nucleotide sugar metabolism,0.050109004601654,1.23151877975173,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
592,ec00620,Pyruvate metabolism,0.0593129737471437,1.29495801984844,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
593,ec00626,Naphthalene degradation,0.0633895578244607,2.44514038949136,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
594,ec00405,Phenazine biosynthesis,0.0815376258005434,2.21984290102874,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
595,ec00361,Chlorocyclohexane and chlorobenzene degradation,0.0882944322513841,3.23603765127745,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
596,ec00830,Retinol metabolism,0.0882944322513841,2.22134787926673,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
597,ec00473,D-Alanine metabolism,0.0906530888314394,1.59731291744957,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
598,ec00982,Drug metabolism - cytochrome P450,0.0906530888314394,1.9873928503503,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
599,ec00625,Chloroalkane and chloroalkene degradation,0.0906530888314394,1.96343857493239,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
600,ec00980,Metabolism of xenobiotics by cytochrome P450,0.0974895963500124,1.94870880460139,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
601,ec01051,Biosynthesis of ansamycins,0.100339250604153,1.9069507587885,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
602,ec00195,Photosynthesis,0.100339250604153,1.7820836715951,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
603,ec00010,Glycolysis / Gluconeogenesis,0.125677373832706,1.1870317828659,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
604,ec00515,Mannose type O-glycan biosynthesis,0.125677373832706,2.30414073271338,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
605,ec00071,Fatty acid degradation,0.125677373832706,1.5255606070308,FECAL,fecal.EC.6.meses_vs_oral.CU.debut,EC.6.meses,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
606,ec00480,Glutathione metabolism,1.25789733818049e-05,1.91235052243669,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
607,ec00970,Aminoacyl-tRNA biosynthesis,0.0007008256166186,1.32269817634728,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
608,ec00480,Glutathione metabolism,1.25789733818049e-05,1.91235052243669,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
609,ec00970,Aminoacyl-tRNA biosynthesis,0.0007008256166186,1.32269817634728,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
610,ec00620,Pyruvate metabolism,0.0044564237497949,1.36916262615728,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
611,ec00404,Staurosporine biosynthesis,0.0078941718488751,9.26945390219314,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
612,ec00280,"Valine, leucine and isoleucine degradation",0.0146960526716951,1.67164389015822,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
613,ec00626,Naphthalene degradation,0.0157978863245721,2.62865110659209,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
614,ec00010,Glycolysis / Gluconeogenesis,0.0233729369462451,1.24346332834298,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
615,ec00230,Purine metabolism,0.0233729369462451,1.15795718647397,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
616,ec00980,Metabolism of xenobiotics by cytochrome P450,0.0233729369462451,2.14257450294002,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
617,ec00982,Drug metabolism - cytochrome P450,0.0233729369462451,2.1851069992763,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
618,ec00830,Retinol metabolism,0.0233729369462451,2.38806270022603,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
619,ec00520,Amino sugar and nucleotide sugar metabolism,0.0313407730957839,1.20200336951288,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
620,ec00550,Peptidoglycan biosynthesis,0.0334342120128244,1.23980709536564,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
621,ec00020,Citrate cycle (TCA cycle),0.0334342120128244,1.40208226717816,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
622,ec00515,Mannose type O-glycan biosynthesis,0.0474094850472085,2.60092271939175,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
623,ec00621,Dioxin degradation,0.0573907319564912,2.66847915366166,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
624,ec00981,Insect hormone biosynthesis,0.0703656237345559,4.34863269485604,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
625,ec00625,Chloroalkane and chloroalkene degradation,0.0703656237345559,1.84694736927594,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
626,ec00405,Phenazine biosynthesis,0.0719841930992969,1.96881693654306,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
627,ec00622,Xylene degradation,0.0798855031460653,2.3961853624717,FECAL,fecal.EC.6.meses_vs_oral.EC.6.meses,EC.6.meses,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
628,ec00480,Glutathione metabolism,1.94832467492745e-07,1.65964103940515,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
629,ec00280,"Valine, leucine and isoleucine degradation",5.79489721528326e-05,1.65262386725961,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
630,ec00361,Chlorocyclohexane and chlorobenzene degradation,9.64452643071878e-05,3.90912747524753,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
631,ec00903,Limonene and pinene degradation,9.64452643071878e-05,3.04607335733573,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
632,ec00625,Chloroalkane and chloroalkene degradation,0.0002986848057431,2.08946942095895,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
633,ec00643,Styrene degradation,0.0003083763046832,3.38289877665651,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
634,ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.0003083763046832,1.66907153326418,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,UP,2,Genetic Information Processing,2.2,Translation
635,ec00480,Glutathione metabolism,1.94832467492745e-07,1.65964103940515,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
636,ec00280,"Valine, leucine and isoleucine degradation",5.79489721528326e-05,1.65262386725961,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
637,ec00361,Chlorocyclohexane and chlorobenzene degradation,9.64452643071878e-05,3.90912747524753,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
638,ec00903,Limonene and pinene degradation,9.64452643071878e-05,3.04607335733573,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
639,ec00625,Chloroalkane and chloroalkene degradation,0.0002986848057431,2.08946942095895,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
640,ec00643,Styrene degradation,0.0003083763046832,3.38289877665651,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
641,ec00130,Ubiquinone and other terpenoid-quinone biosynthesis,0.0003083763046832,1.66907153326418,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
642,ec00830,Retinol metabolism,0.0010148587398972,2.214856729317,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
643,ec00071,Fatty acid degradation,0.0010986850695486,1.60354004596888,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
644,ec00626,Naphthalene degradation,0.0010986850695486,2.25045718191222,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
645,ec00592,alpha-Linolenic acid metabolism,0.0012604775460872,1.89264390612701,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
646,ec00311,Penicillin and cephalosporin biosynthesis,0.0012604775460872,2.07564290721108,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
647,ec00515,Mannose type O-glycan biosynthesis,0.0020733482327041,2.54482077954631,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
648,ec00620,Pyruvate metabolism,0.002224040663635,1.22277357507143,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
649,ec00622,Xylene degradation,0.0023894203977141,2.56429644877753,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
650,ec00072,Synthesis and degradation of ketone bodies,0.0041358723689266,2.19023852643292,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
651,ec00514,Other types of O-glycan biosynthesis,0.0047646977492647,2.9221052555837,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
652,ec00260,"Glycine, serine and threonine metabolism",0.005534673325597,1.18255115447037,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
653,ec00550,Peptidoglycan biosynthesis,0.005534673325597,1.1833525564136,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
654,ec00621,Dioxin degradation,0.005534673325597,2.47493460283528,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
655,ec00930,Caprolactam degradation,0.0058085449738144,1.94610242274227,FECAL,fecal.EC.6.meses_vs_oral.EC.debut,EC.6.meses,EC.debut,DOWN,2,Genetic Information Processing,2.2,Translation
656,ec00511,Other glycan degradation,0.0,2.39641167009928,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
657,ec00052,Galactose metabolism,0.0,1.69429763523817,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
658,ec00531,Glycosaminoglycan degradation,0.0,2.57852025214865,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
659,ec00600,Sphingolipid metabolism,0.0,2.40619865423439,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
660,ec00604,Glycosphingolipid biosynthesis - ganglio series,0.0,2.56486926257845,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
661,ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.34997206878991e-15,2.3880682263671,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
662,ec00520,Amino sugar and nucleotide sugar metabolism,1.41139322451522e-10,1.37919972861811,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
663,ec00513,Various types of N-glycan biosynthesis,2.23949400690593e-09,2.43155099608946,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
664,ec00250,"Alanine, aspartate and glutamate metabolism",5.31659103359456e-07,1.37555563319563,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
665,ec00970,Aminoacyl-tRNA biosynthesis,1.12448782056074e-05,1.26677912270918,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
666,ec00940,Phenylpropanoid biosynthesis,0.0001170066314503,2.08697054527751,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
667,ec00500,Starch and sucrose metabolism,0.0007656601147805,1.25426039172083,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,UP,2,Genetic Information Processing,2.2,Translation
668,ec00511,Other glycan degradation,0.0,2.39641167009928,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
669,ec00052,Galactose metabolism,0.0,1.69429763523817,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
670,ec00531,Glycosaminoglycan degradation,0.0,2.57852025214865,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
671,ec00600,Sphingolipid metabolism,0.0,2.40619865423439,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
672,ec00604,Glycosphingolipid biosynthesis - ganglio series,0.0,2.56486926257845,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
673,ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,2.34997206878991e-15,2.3880682263671,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
674,ec00520,Amino sugar and nucleotide sugar metabolism,1.41139322451522e-10,1.37919972861811,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
675,ec00513,Various types of N-glycan biosynthesis,2.23949400690593e-09,2.43155099608946,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
676,ec00250,"Alanine, aspartate and glutamate metabolism",5.31659103359456e-07,1.37555563319563,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
677,ec00970,Aminoacyl-tRNA biosynthesis,1.12448782056074e-05,1.26677912270918,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
678,ec00940,Phenylpropanoid biosynthesis,0.0001170066314503,2.08697054527751,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
679,ec00500,Starch and sucrose metabolism,0.0007656601147805,1.25426039172083,FECAL,fecal.EC.debut_vs_fecal.CU.3.meses,EC.debut,CU.3.meses,DOWN,2,Genetic Information Processing,2.2,Translation
680,ec00511,Other glycan degradation,0.0,2.73495467309976,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
681,ec00531,Glycosaminoglycan degradation,0.0,2.91204431500389,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
682,ec00600,Sphingolipid metabolism,0.0,3.05426952942165,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
683,ec00604,Glycosphingolipid biosynthesis - ganglio series,0.0,2.95526379624015,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
684,ec00052,Galactose metabolism,5.07593966858622e-14,1.76795343874345,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
685,ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,7.989905033885711e-14,2.8045288454034,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
686,ec00940,Phenylpropanoid biosynthesis,2.53973693406121e-06,2.86264869151467,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
687,ec00513,Various types of N-glycan biosynthesis,5.26446468909758e-06,2.4932746668031,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
688,ec00520,Amino sugar and nucleotide sugar metabolism,1.37031913399878e-05,1.35275016060448,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
689,ec00561,Glycerolipid metabolism,0.0003065683619447,1.65713123999895,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,UP,2,Genetic Information Processing,2.2,Translation
690,ec00511,Other glycan degradation,0.0,2.73495467309976,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
691,ec00531,Glycosaminoglycan degradation,0.0,2.91204431500389,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
692,ec00600,Sphingolipid metabolism,0.0,3.05426952942165,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
693,ec00604,Glycosphingolipid biosynthesis - ganglio series,0.0,2.95526379624015,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
694,ec00052,Galactose metabolism,5.07593966858622e-14,1.76795343874345,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
695,ec00603,Glycosphingolipid biosynthesis - globo and isoglobo series,7.989905033885711e-14,2.8045288454034,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
696,ec00940,Phenylpropanoid biosynthesis,2.53973693406121e-06,2.86264869151467,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
697,ec00513,Various types of N-glycan biosynthesis,5.26446468909758e-06,2.4932746668031,FECAL,fecal.EC.debut_vs_fecal.EC.6.meses,EC.debut,EC.6.meses,DOWN,2,Genetic Information Processing,2.2,Translation
698,ec00480,Glutathione metabolism,5.55238264965396e-06,2.06727680300196,FECAL,fecal.EC.debut_vs_oral.CU.debut,EC.debut,CU.debut,UP,2,Genetic Information Processing,2.2,Translation
699,ec00970,Aminoacyl-tRNA biosynthesis,5.39046286391898e-05,1.4127312336404,FECAL,fecal.EC.debut_vs_oral.CU.debut,EC.debut,CU.debut,UP,2,Genetic Information Processing,2.2,Translation
700,ec00621,Dioxin degradation,0.0005700724389787,5.01381744104696,FECAL,fecal.EC.debut_vs_oral.CU.debut,EC.debut,CU.debut,UP,2,Genetic Information Processing,2.2,Translation
701,ec00480,Glutathione metabolism,5.55238264965396e-06,2.06727680300196,FECAL,fecal.EC.debut_vs_oral.CU.debut,EC.debut,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
702,ec00970,Aminoacyl-tRNA biosynthesis,5.39046286391898e-05,1.4127312336404,FECAL,fecal.EC.debut_vs_oral.CU.debut,EC.debut,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
703,ec00621,Dioxin degradation,0.0005700724389787,5.01381744104696,FECAL,fecal.EC.debut_vs_oral.CU.debut,EC.debut,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
704,ec00622,Xylene degradation,0.0058355779918144,4.00195859240029,FECAL,fecal.EC.debut_vs_oral.CU.debut,EC.debut,CU.debut,DOWN,2,Genetic Information Processing,2.2,Translation
